topic,word,weight
1,mujer,0.003578044241294265
1,género,0.0018908388447016478
1,estudiante,0.001780436490662396
1,ingeniería,0.0014007193967700005
1,poder,0.001127949682995677
1,stem,0.0010368131333962083
1,estudio,0.0009428060729987919
1,investigación,0.0008840404916554689
1,análisis,0.0007366701611317694
1,programa,0.0007295868708752096
1,hombre,0.0007022714708000422
1,dato,0.0006741599063389003
1,profesional,0.0006594992009922862
1,resultado,0.0006427310872823
1,ciencia,0.0006379552069120109
1,educación,0.0006340968539007008
1,desarrollo,0.0006328028975985944
1,permitir,0.0006135437870398164
1,trabajo,0.0006094946875236928
1,año,0.0005983029841445386
1,nivel,0.0005643594777211547
1,oportunidad,0.000543092901352793
1,significativo,0.0005415906198322773
1,estrategia,0.0005350357969291508
1,proyecto,0.0005279945908114314
1,conocimiento,0.0005268590757623315
1,incluir,0.0005254654679447412
1,desarrollar,0.0005017636576667428
1,persona,0.0004977848730050027
1,área,0.0004961438244208694
2,enfoque,0.0030661143828183413
2,social,0.0026991558261215687
2,universidad,0.002542864764109254
2,relación,0.0022801284212619066
2,impacto,0.0022018086165189743
2,académico,0.0022017881274223328
2,mostrar,0.0021498906426131725
2,apoyo,0.00214962987229228
2,identificar,0.002149533713236451
2,experiencia,0.0021493497770279646
2,carrera,0.002096709795296192
2,promover,0.002096551237627864
2,formación,0.0020444293040782213
2,deber,0.0020444123074412346
2,grupo,0.002044161083176732
2,proceso,0.0020438688807189465
2,política,0.0020184500608593225
2,modelo,0.0020180712454020977
2,presentar,0.0019920584745705128
2,emprendimiento,0.001992027508094907
2,iniciativa,0.001991809578612447
2,actividad,0.001991506665945053
2,sugerir,0.0019398863660171628
2,diverso,0.0019396188436076045
2,área_stem,0.0019392180256545544
2,institución,0.0019391500391066074
2,necesidad,0.0019133694004267454
2,educativo,0.0018870047060772777
2,relacionado,0.0018611608538776636
2,espacio,0.0018610073020681739
3,evaluación,0.00020798931655008346
3,llevar,0.00020264754130039364
3,importante,0.00020219584985170513
3,diferente,0.00020191431394778192
3,artículo,0.0002008171140914783
3,técnico,0.0001998220250243321
3,liderazgo,0.00019974421593360603
3,seguir,0.00019973971939180046
3,específico,0.00019966805120930076
3,destacar,0.0001991917670238763
3,tecnología,0.00019893632270395756
3,fundamental,0.0001987319119507447
3,colombia,0.00019804082694463432
3,respuesta,0.0001974230690393597
3,joven,0.0001970086304936558
3,información,0.0001969550794456154
3,percepción,0.00019659183453768492
3,encontrar,0.00019656149379443377
3,buscar,0.00019647044246084988
3,propuesta,0.00019640491518657655
3,habilidad,0.0001961484522325918
3,científico,0.00019587761198636144
3,acción,0.00019556857296265662
3,factor,0.00019554093887563795
3,institucional,0.0001952433813130483
3,sector,0.00019517673354130238
3,curso,0.00019507764955051243
3,participación,0.0001947574783116579
3,capacidad,0.00019470723054837435
3,ámbito,0.00019457384769339114
4,caso,0.00033850022009573877
4,brecha_género,0.0003324810531921685
4,diversidad,0.0003083712072111666
4,inclusión,0.00030132447136566043
4,utilizar,0.0003000293509103358
4,carrera_stem,0.00029936435748822987
4,desafío,0.0002967224863823503
4,valor,0.0002920685801655054
4,general,0.00029115055804140866
4,trabajar,0.0002888719900511205
4,laboral,0.0002885470457840711
4,problema,0.0002876324870157987
4,perspectiva_género,0.00028722116257995367
4,niña,0.0002837981446646154
4,herramienta,0.0002826354466378689
4,comunidad,0.0002823957474902272
4,clave,0.00028214245685376227
4,región,0.0002805569092743099
5,analizar,0.0003407436015550047
5,mejorar,0.000328198162605986
5,tema,0.0003241895174141973
